date,low_vol_prob,high_vol_prob,state,open,high,low,close,volume,simple_ret,log_ret
2019-04-11,0.9966900958814242,0.0033099041187902682,0,55.7,56.21,54.83,54.89,7346094,-0.0147190809549452,-0.0148284814709262
2019-04-12,0.995319011294658,0.004680988705381649,0,55.93,58.33,55.93,58.3,9281662,0.0621242484969939,0.0602709107946488
2019-04-15,0.9983011346348649,0.0016988653651289188,0,58.57,58.85,57.29,57.78,5727269,-0.0089193825042881,-0.0089593983183574
2019-04-16,0.9993524952246894,0.0006475047753006226,0,58.71,58.99,57.84,58.5,6681567,0.0124610591900311,0.0123840591997216
2019-04-17,0.9997524145226705,0.0002475854773136918,0,58.95,59.05,58.2,58.32,6420663,-0.003076923076923,-0.0030816665374081
2019-04-18,0.9998778036579942,0.00012219634221508934,0,58.36,58.61,57.55,57.77,5178855,-0.0094307270233195,-0.0094754779072285
2019-04-22,0.9999204796900395,7.952030973806987e-05,0,57.48,58.41,57.26,57.89,4401749,0.0020772027003634,0.002075048297739
2019-04-23,0.9999148239400562,8.517605980256072e-05,0,57.29,57.84,57.0,57.64,5687232,-0.0043185351528761,-0.0043278869595919
2019-04-24,0.9998565880909115,0.00014341190913662172,0,57.49,57.89,55.865,55.98,5431323,-0.0287994448299792,-0.0292222870440139
2019-04-25,0.9998812531549609,0.00011874684498507825,0,55.76,55.98,54.82,55.33,6260460,-0.0116112897463379,-0.011679227177289
2019-04-26,0.9998525339745276,0.00014746602526334045,0,55.3,55.6,54.95,55.25,4009795,-0.0014458702331465,-0.0014469165121561
2019-04-29,0.9996994689534371,0.00030053104642834656,0,55.05,55.685,54.8,55.5,5935245,0.004524886877828,0.0045146803545266
2019-04-30,0.9992125107131115,0.0007874892867790048,0,55.76,57.205,55.6,56.73,6454064,0.0221621621621621,0.0219201505860869
2019-05-01,0.9983514793013059,0.0016485206984923361,0,56.82,57.48,55.88,56.13,7644453,-0.010576414595452,-0.0106327423843677
2019-05-02,0.9959699380633299,0.004030061936818435,0,55.54,56.49,52.03,52.7,13932682,-0.0611081418136468,-0.0630549734067912
2019-05-03,0.9985263982652881,0.0014736017347062016,0,53.2,53.35,51.72,53.3,7401851,0.0113851992409865,0.011320875624482
2019-05-06,0.999464902401042,0.0005350975990269887,0,52.15,54.03,51.7,53.46,6089501,0.003001876172608,0.0029973795389742
2019-05-07,0.9997609642650784,0.00023903573484635325,0,52.86,53.325,52.65,52.95,7330785,-0.0095398428731762,-0.0095856386633574
2019-05-08,0.9998586232379412,0.00014137676212361673,0,53.33,53.395,52.31,52.48,5390685,-0.0088762983947121,-0.008915927411582
2019-05-09,0.9998678930008519,0.00013210699937450378,0,52.26,53.14,51.55,52.93,4579758,0.0085746951219511,0.0085381412340625
2019-05-10,0.9997951737864088,0.00020482621373916235,0,52.94,53.714,52.49,53.07,4758371,0.0026450028339315,0.0026415109699073
2019-05-13,0.9995240957108801,0.0004759042892902813,0,52.28,52.55,50.76,50.95,4213102,-0.0399472394950065,-0.0407670371710697
2019-05-14,0.9996209151384514,0.000379084861492266,0,51.33,53.0,50.84,52.48,4204519,0.0300294406280665,0.0295873849670996
2019-05-15,0.99976981238571,0.0002301876144734431,0,51.98,53.325,51.67,52.95,2928861,0.0089557926829269,0.0089159274115819
2019-05-16,0.9997692176991758,0.00023078230067878465,0,53.29,53.55,52.73,52.98,3689745,0.0005665722379601,0.000566411796508
2019-05-17,0.9995927228972635,0.00040727710261182675,0,52.34,52.52,50.66,50.8,4440775,-0.0411476028690072,-0.0420181292594874
2019-05-20,0.9997963456810461,0.00020365431911762542,0,50.4,50.54,49.92,50.08,5168422,-0.0141732283464566,-0.014274627792593
2019-05-21,0.999879503219569,0.00012049678035312047,0,50.28,51.19,50.02,50.63,4968460,0.0109824281150161,0.0109225591899748
2019-05-22,0.9998951168604406,0.00010488313953688131,0,50.46,50.61,49.965,50.21,3019120,-0.0082954769899269,-0.0083300759352036
2019-05-23,0.9998535138583218,0.00014648614151897252,0,49.5,49.86,48.21,48.71,4919173,-0.029874526986656,-0.0303298622281628
2019-05-24,0.9999081121723772,9.188782766194284e-05,0,49.39,49.575,48.44,49.2,2918936,0.0100595360295627,0.0100092756798111
2019-05-28,0.9999171099775109,8.28900224092864e-05,0,49.37,49.43,48.1,48.56,6613184,-0.0130081300813008,-0.0130934767470196
2019-05-29,0.9999063130886849,9.368691126600007e-05,0,48.2,49.43,48.01,48.71,3525856,0.0030889621087313,0.0030842010672083
2019-05-30,0.9998297509931303,0.00017024900675745476,0,48.12,48.59,48.02,48.47,3777607,-0.0049271196879491,-0.0049392979611667
2019-05-31,0.9995872107914607,0.0004127892086658892,0,47.96,48.0,46.75,46.76,3396850,-0.0352795543635238,-0.0359169132534169
2019-06-03,0.9995648455729929,0.00043515442706780515,0,46.85,47.96,46.85,47.96,5905198,0.0256629597946964,0.0253391935554459
2019-06-04,0.9995131376919103,0.00048686230819018297,0,48.68,49.93,48.64,49.93,7043092,0.0410758965804836,0.0402546943532042
2019-06-05,0.9997966373457414,0.00020336265413279105,0,50.49,50.57,49.05,50.34,6413509,0.0082114960945323,0.0081779651946518
2019-06-06,0.999890103071331,0.00010989692881806056,0,50.28,51.31,50.15,51.06,6228075,0.0143027413587604,0.0142014221061679
